Tarih	Satýþ Temsilcisi	Adet	ÜrünAdý	Fiyat	Ýndirim	Net
19.01.2014	Murat Mandýracý	41	Fren Disk	59,99	0,14	2115,2474
25.10.2014	Engin Özdemir	4	Silecek	19,99	0	79,96
12.09.2014	Önerbay Ertuðrul	45	Günelik	15,95	0,15	610,0875
15.08.2014	Pýnar Girmen	36	Far	100	0,06	3384
23.12.2014	Suat Çelik	8	Viraj Lastiði	23,95	0	191,6
28.01.2014	Taylan Denizhan	50	Rot Kolu	27,95	0,33	936,325
29.01.2014	Taner Yýlmaz	6	Fren Disk	59,99	0	359,94
10.04.2014	Murat Mandýracý	2	Far	100	0	200
28.01.2014	Ali Koç	4	Trigger Seti	26	0	104
8.08.2014	Ýbrahim Taha	225	Fren Disk	59,99	0,42	7828,695
30.12.2014	Þemsettin Aksay	7	Fren Balatasý	24,99	0	174,93
10.09.2014	Burak Öztemel	39	Rot Kolu	27,95	0,12	959,244
1.05.2014	Deniz Kite	17	Tekerlek	19,99	0,13	295,6521
16.11.2014	Pýnar Girmen	275	Rot Kolu	27,95	0,53	3612,5375
15.08.2014	Levent Koç	2	Tekerlek	19,99	0	39,98
31.10.2014	Damla Diker	28	Silecek	19,99	0,14	481,3592
30.09.2014	Deniz Kite	475	Ateþleme Bobini	25,95	0,59	5053,7625
28.06.2014	Ahmet Yüce	3	Ateþleme Bobini	25,95	0	77,85
25.05.2014	Özge Dinçer	350	Viraj Lastiði	23,95	0,46	4526,55
19.03.2014	Emrah Kýrýmsoy	8	Viraj Lastiði	23,95	0	191,6
14.06.2014	Burak Öztemel	7	Rot Kolu	27,95	0	195,65
12.08.2014	Soner Bereket	475	Fren Balatasý	24,99	0,5	5935,125
29.12.2014	Behice Keleþ	44	Rot Kolu	27,95	0,13	1069,926
16.03.2014	Engin Özdemir	47	Silecek	19,99	0,02	920,7394
3.08.2014	Soner Bereket	375	Debiyaj Seti	22	0,6	3300
30.04.2014	Metin Koçyiðit	525	Trigger Seti	26	0,43	7780,5
13.11.2014	Ýbrahim Taha	225	Silecek	19,99	0,63	1664,1675
12.04.2014	Murat Mandýracý	2	Tekerlek	19,99	0	39,98
12.11.2014	Ergun Kaya	500	Ateþleme Bobini	25,95	0,45	7136,25
27.01.2014	Emrah Kýrýmsoy	150	Rot Baþý	23	0,2	2760
20.02.2014	Hasan Coþkun	7	Debiyaj Seti	22	0	154
29.12.2014	Burak Öztemel	300	Tekerlek	19,99	0,59	2458,77
29.08.2014	Ergun Kaya	7	Debiyaj Seti	22	0	154
20.12.2014	Taner Yýlmaz	16	Debiyaj Seti	22	0,09	320,32
21.05.2014	Burak Öztemel	100	Trigger Seti	26	0,33	1742
28.09.2014	Osman Þibik	31	Ateþleme Bobini	25,95	0,07	748,1385
12.02.2014	Behice Keleþ	325	Viraj Lastiði	23,95	0,55	3502,6875
7.05.2014	Sibel Demir	16	Ateþleme Bobini	25,95	0,07	386,136
7.09.2014	Deniz Kite	16	Buji Takýmý	43	0,1	619,2
13.07.2014	Ahmet Akgüneþ	500	Rot Baþý	23	0,54	5290
8.03.2014	Ayça Kayaþ	525	Viraj Lastiði	23,95	0,65	4400,8125
25.08.2014	Soner Bereket	425	Trigger Seti	26	0,61	4309,5
22.05.2014	Murat Mandýracý	31	Rot Kolu	27,95	0,1	779,805
7.03.2014	Azem Alptekin	200	Günelik	15,95	0,6	1276
6.07.2014	Osman Þibik	1	Silecek	19,99	0	19,99
23.02.2014	Osman Þibik	300	Rot Baþý	23	0,65	2415
12.11.2014	Kerem Köker	16	Silecek	19,99	0,15	271,864
23.05.2014	Ali Koç	22	Trigger Seti	26	0,08	526,24
1.05.2014	Esat Çetin	1	Ateþleme Bobini	25,95	0	25,95
24.07.2014	Kerem Köker	75	Rot Kolu	27,95	0,21	1656,0375
28.07.2014	Ayan Öztürk	450	Tekerlek	19,99	0,63	3328,335
24.10.2014	Levent Koç	375	Buji Takýmý	43	0,6	6450
13.08.2014	Yasin Uygur	225	Fren Disk	59,99	0,55	6073,9875
6.08.2014	Dilek Gürbüz	3	Trigger Seti	26	0	78
1.10.2014	Önerbay Ertuðrul	9	Rot Baþý	23	0	207
22.12.2014	Sevil Çetinkaya	7	Silecek	19,99	0	139,93
7.02.2014	Damla Diker	47	Debiyaj Seti	22	0,03	1002,98
29.11.2014	Deniz Kite	225	Buji Takýmý	43	0,48	5031
3.04.2014	Soner Bereket	275	Tekerlek	19,99	0,64	1979,01
4.09.2014	Taylan Denizhan	5	Viraj Lastiði	23,95	0	119,75
20.10.2014	Serdar Kýlýç	1	Fren Balatasý	24,99	0	24,99
28.07.2014	Ayça Kayaþ	47	Fren Disk	59,99	0,08	2593,9676
8.01.2014	Ahmet Akgüneþ	45	Tekerlek	19,99	0,07	836,5815
1.01.2014	Serdar Kýlýç	22	Buji Takýmý	43	0,08	870,32
31.07.2014	Buket Erezcan	30	Günelik	15,95	0,1	430,65
11.02.2014	Soner Bereket	2	Debiyaj Seti	22	0	44
9.04.2014	Gülten Seha	3	Rot Kolu	27,95	0	83,85
27.02.2014	Buket Erezcan	550	Yað Filtresi	43,69	0,44	13456,52
30.07.2014	Gülten Seha	29	Günelik	15,95	0,08	425,546
6.06.2014	Esat Çetin	275	Viraj Lastiði	23,95	0,49	3358,9875
13.01.2014	Ýbrahim Taha	2	Viraj Lastiði	23,95	0	47,9
28.01.2014	Dilek Gürbüz	8	Fren Disk	59,99	0	479,92
24.03.2014	Koray Cengiz	10	Fren Balatasý	24,99	0,03	242,403
4.04.2014	Hadi Ýstanbullu	425	Far	100	0,44	23800
30.11.2014	Damla Diker	27	Trigger Seti	26	0,15	596,7
30.12.2014	Ramazan Coþkun	9	Ateþleme Bobini	25,95	0	233,55
10.06.2014	Ýbrahim Taha	75	Rot Baþý	23	0,18	1414,5
6.08.2014	Hüseyin Anýlan	17	Rot Kolu	27,95	0,11	422,8835
7.11.2014	Gülten Seha	525	Fren Balatasý	24,99	0,56	5772,69
18.09.2014	Necmettin Yemiþ	19	Debiyaj Seti	22	0,01	413,82
16.10.2014	Ahmet Akgüneþ	550	Far	100	0,47	29150
21.04.2014	Serdar Kýlýç	4	Yað Filtresi	43,69	0	174,76
15.02.2014	Ufuk Çaðlayan	2	Debiyaj Seti	22	0	44
17.09.2014	Kenan Arýbaþ	9	Rot Kolu	27,95	0	251,55
14.11.2014	Þehabettin Gündoðdu	425	Silecek	19,99	0,65	2973,5125
6.10.2014	Azem Alptekin	35	Silecek	19,99	0,1	629,685
10.10.2014	Ahmet Akgüneþ	200	Fren Balatasý	24,99	0,65	1749,3
21.07.2014	Murat Mandýracý	2	Viraj Lastiði	23,95	0	47,9
28.02.2014	Suat Çelik	225	Ateþleme Bobini	25,95	0,4	3503,25
23.06.2014	Deniz Kite	41	Buji Takýmý	43	0,07	1639,59
15.01.2014	Kerem Köker	35	Fren Balatasý	24,99	0,06	822,171
24.10.2014	Levent Koç	525	Fren Balatasý	24,99	0,62	4985,505
5.11.2014	Osman Þibik	1	Rot Baþý	23	0	23
19.03.2014	Ayça Kayaþ	100	Far	100	0,21	7900
17.03.2014	Koray Cengiz	5	Rot Baþý	23	0	115
24.12.2014	Azem Alptekin	25	Günelik	15,95	0,15	338,9375
10.10.2014	Hadi Ýstanbullu	47	Tekerlek	19,99	0,09	854,9723
22.07.2014	Engin Özdemir	2	Tekerlek	19,99	0	39,98
19.02.2014	Sibel Demir	49	Rot Kolu	27,95	0,09	1246,2905
30.11.2014	Esat Çetin	325	Buji Takýmý	43	0,55	6288,75
10.06.2014	Emrah Kýrýmsoy	47	Tekerlek	19,99	0,01	930,1347
17.04.2014	Taylan Denizhan	1	Debiyaj Seti	22	0	22
10.09.2014	Behice Keleþ	26	Rot Kolu	27,95	0,09	661,297
9.12.2014	Hadi Ýstanbullu	575	Rot Baþý	23	0,52	6348
22.01.2014	Hüseyin Anýlan	9	Silecek	19,99	0	179,91
28.03.2014	Kerem Köker	1	Fren Disk	59,99	0	59,99
2.12.2014	Osman Þibik	28	Günelik	15,95	0,06	419,804
8.12.2014	Gülten Seha	7	Debiyaj Seti	22	0	154
28.11.2014	Koray Cengiz	225	Ateþleme Bobini	25,95	0,58	2452,275
23.06.2014	Azem Alptekin	5	Debiyaj Seti	22	0	110
27.07.2014	Kenan Arýbaþ	35	Buji Takýmý	43	0,03	1459,85
18.04.2014	Ramazan Coþkun	7	Yað Filtresi	43,69	0	305,83
27.11.2014	Gülten Seha	300	Tekerlek	19,99	0,49	3058,47
30.10.2014	Gülten Seha	29	Rot Baþý	23	0,14	573,62
23.08.2014	Buket Erezcan	300	Rot Baþý	23	0,64	2484
28.09.2014	Yasin Uygur	26	Silecek	19,99	0,14	446,9764
23.11.2014	Burak Öztemel	3	Rot Kolu	27,95	0	83,85
1.09.2014	Emrah Kýrýmsoy	8	Fren Disk	59,99	0	479,92
6.12.2014	Hüseyin Anýlan	2	Rot Kolu	27,95	0	55,9
28.05.2014	Taner Yýlmaz	9	Debiyaj Seti	22	0	198
28.09.2014	Taner Yýlmaz	12	Buji Takýmý	43	0,14	443,76
3.11.2014	Burak Öztemel	450	Tekerlek	19,99	0,48	4677,66
8.03.2014	Ayça Kayaþ	350	Ateþleme Bobini	25,95	0,52	4359,6
4.10.2014	Ýbrahim Taha	475	Fren Balatasý	24,99	0,54	5460,315
9.06.2014	Þehabettin Gündoðdu	37	Yað Filtresi	43,69	0,08	1487,2076
2.08.2014	Özge Dinçer	8	Tekerlek	19,99	0	159,92
20.10.2014	Sýtký Iþýt	175	Fren Balatasý	24,99	0,37	2755,1475
10.07.2014	Metin Koçyiðit	550	Rot Baþý	23	0,4	7590
8.02.2014	Sýtký Iþýt	2	Tekerlek	19,99	0	39,98
22.12.2014	Serdar Kýlýç	23	Buji Takýmý	43	0,03	959,33
19.11.2014	Þehabettin Gündoðdu	575	Rot Kolu	27,95	0,48	8357,05
18.03.2014	Taylan Denizhan	5	Buji Takýmý	43	0	215
7.02.2014	Ufuk Çaðlayan	25	Rot Baþý	23	0,06	540,5
25.07.2014	Þemsettin Aksay	10	Ateþleme Bobini	25,95	0,05	246,525
15.10.2014	Sibel Demir	43	Yað Filtresi	43,69	0,04	1803,5232
17.08.2014	Ahmet Akgüneþ	35	Ateþleme Bobini	25,95	0,05	862,8375
7.03.2014	Engin Özdemir	19	Far	100	0,14	1634
15.05.2014	Koray Cengiz	36	Ateþleme Bobini	25,95	0,03	906,174
6.03.2014	Hülya Toprak	275	Buji Takýmý	43	0,65	4138,75
23.01.2014	Hasan Coþkun	250	Tekerlek	19,99	0,5	2498,75
3.07.2014	Özge Dinçer	300	Debiyaj Seti	22	0,6	2640
12.04.2014	Taylan Denizhan	500	Rot Baþý	23	0,64	4140
22.04.2014	Metin Koçyiðit	9	Silecek	19,99	0	179,91
28.08.2014	Ufuk Çaðlayan	1	Ateþleme Bobini	25,95	0	25,95
12.10.2014	Kubilay Taþtutar	44	Trigger Seti	26	0,15	972,4
19.07.2014	Engin Özdemir	8	Silecek	19,99	0	159,92
1.12.2014	Taner Yýlmaz	2	Trigger Seti	26	0	52
12.07.2014	Dilek Gürbüz	27	Trigger Seti	26	0,13	610,74
24.07.2014	Soner Bereket	16	Silecek	19,99	0,03	310,2448
27.08.2014	Ýbrahim Taha	5	Yað Filtresi	43,69	0	218,45
7.02.2014	Koray Cengiz	275	Günelik	15,95	0,59	1798,3625
29.11.2014	Önerbay Ertuðrul	3	Debiyaj Seti	22	0	66
4.06.2014	Deniz Kite	21	Rot Kolu	27,95	0,11	522,3855
12.09.2014	Gülten Seha	475	Rot Kolu	27,95	0,57	5708,7875
19.09.2014	Hasan Coþkun	8	Günelik	15,95	0	127,6
17.09.2014	Ayan Öztürk	6	Buji Takýmý	43	0	258
10.07.2014	Ayça Kayaþ	400	Debiyaj Seti	22	0,57	3784
22.09.2014	Taylan Denizhan	25	Silecek	19,99	0,1	449,775
28.09.2014	Orçun Doðan	2	Ateþleme Bobini	25,95	0	51,9
20.11.2014	Azem Alptekin	9	Silecek	19,99	0	179,91
11.01.2014	Damla Diker	6	Ateþleme Bobini	25,95	0	155,7
24.12.2014	Behice Keleþ	26	Rot Kolu	27,95	0,14	624,962
25.08.2014	Hasan Coþkun	23	Fren Balatasý	24,99	0,09	523,0407
8.08.2014	Sýtký Iþýt	600	Rot Baþý	23	0,51	6762
21.05.2014	Önerbay Ertuðrul	575	Rot Baþý	23	0,49	6744,75
26.12.2014	Osman Þibik	47	Buji Takýmý	43	0,07	1879,53
24.11.2014	Damla Diker	1	Günelik	15,95	0	15,95
23.01.2014	Kubilay Taþtutar	37	Fren Balatasý	24,99	0,01	915,3837
11.06.2014	Ahmet Yüce	600	Trigger Seti	26	0,51	7644
11.07.2014	Gülten Seha	325	Günelik	15,95	0,5	2591,875
7.03.2014	Pýnar Girmen	3	Yað Filtresi	43,69	0	131,07
30.12.2014	Birol Bilgili	4	Ateþleme Bobini	25,95	0	103,8
15.02.2014	Orçun Doðan	2	Buji Takýmý	43	0	86
25.02.2014	Behice Keleþ	575	Rot Baþý	23	0,65	4628,75
28.02.2014	Esat Çetin	300	Trigger Seti	26	0,56	3432
28.01.2014	Suat Çelik	33	Buji Takýmý	43	0,03	1376,43
18.04.2014	Osman Þibik	22	Trigger Seti	26	0,05	543,4
1.02.2014	Azem Alptekin	400	Rot Baþý	23	0,64	3312
13.06.2014	Orçun Doðan	2	Yað Filtresi	43,69	0	87,38
18.12.2014	Sevil Çetinkaya	33	Günelik	15,95	0,1	473,715
31.01.2014	Hasan Coþkun	10	Rot Baþý	23	0,02	225,4
1.03.2014	Ali Koç	225	Viraj Lastiði	23,95	0,48	2802,15
6.05.2014	Ramazan Coþkun	4	Tekerlek	19,99	0	79,96
14.05.2014	Taylan Denizhan	5	Yað Filtresi	43,69	0	218,45
15.03.2014	Esat Çetin	20	Tekerlek	19,99	0,15	339,83
7.03.2014	Ayça Kayaþ	475	Silecek	19,99	0,4	5697,15
13.12.2014	Damla Diker	9	Rot Baþý	23	0	207
21.05.2014	Kenan Arýbaþ	28	Tekerlek	19,99	0,15	475,762
15.03.2014	Hasan Coþkun	400	Fren Disk	59,99	0,45	13197,8
10.02.2014	Osman Þibik	2	Yað Filtresi	43,69	0	87,38
18.07.2014	Emrah Kýrýmsoy	9	Silecek	19,99	0	179,91
8.09.2014	Esat Çetin	28	Fren Disk	59,99	0,03	1629,3284
4.08.2014	Behice Keleþ	40	Günelik	15,95	0,11	567,82
22.02.2014	Ayan Öztürk	21	Günelik	15,95	0,09	304,8045
12.01.2014	Azem Alptekin	8	Rot Baþý	23	0	184
4.02.2014	Buket Erezcan	1	Yað Filtresi	43,69	0	43,69
22.05.2014	Osman Þibik	20	Buji Takýmý	43	0,01	851,4
4.10.2014	Ahmet Akgüneþ	44	Rot Baþý	23	0,15	860,2
27.09.2014	Burak Öztemel	6	Fren Balatasý	24,99	0	149,94
30.05.2014	Sibel Demir	48	Far	100	0,14	4128
23.12.2014	Gülten Seha	7	Silecek	19,99	0	139,93
16.11.2014	Ýbrahim Taha	100	Yað Filtresi	43,69	0,37	2752,47
15.06.2014	Ayça Kayaþ	4	Günelik	15,95	0	63,8
15.10.2014	Metin Koçyiðit	5	Tekerlek	19,99	0	99,95
14.04.2014	Ahmet Akgüneþ	7	Fren Balatasý	24,99	0	174,93
22.09.2014	Hadi Ýstanbullu	20	Fren Balatasý	24,99	0,1	449,82
26.05.2014	Hüseyin Anýlan	46	Buji Takýmý	43	0,14	1701,08
14.06.2014	Ramazan Coþkun	4	Trigger Seti	26	0	104
29.12.2014	Ali Koç	200	Debiyaj Seti	22	0,49	2244
4.07.2014	Azem Alptekin	400	Far	100	0,63	14800
28.05.2014	Ali Koç	31	Yað Filtresi	43,69	0,01	1340,8461
15.02.2014	Kubilay Taþtutar	400	Rot Baþý	23	0,44	5152
9.12.2014	Buket Erezcan	2	Far	100	0	200
17.10.2014	Taner Yýlmaz	4	Fren Balatasý	24,99	0	99,96
14.08.2014	Hadi Ýstanbullu	31	Ateþleme Bobini	25,95	0,09	732,0495
11.03.2014	Murat Mandýracý	45	Rot Baþý	23	0,04	993,6
30.05.2014	Esat Çetin	425	Fren Disk	59,99	0,63	9433,4275
9.05.2014	Þemsettin Aksay	250	Yað Filtresi	43,69	0,55	4915,125
17.07.2014	Kenan Arýbaþ	6	Yað Filtresi	43,69	0	262,14
27.05.2014	Ergun Kaya	75	Far	100	0,42	4350
4.11.2014	Ýbrahim Taha	10	Rot Baþý	23	0,01	227,7
9.12.2014	Metin Koçyiðit	44	Far	100	0,13	3828
10.04.2014	Muhammet Tek	525	Tekerlek	19,99	0,59	4302,8475
7.03.2014	Ergun Kaya	33	Ateþleme Bobini	25,95	0,12	753,588
21.03.2014	Gülten Seha	33	Günelik	15,95	0,05	500,0325
13.03.2014	Orçun Doðan	8	Günelik	15,95	0	127,6
13.01.2014	Hadi Ýstanbullu	3	Tekerlek	19,99	0	59,97
2.12.2014	Kerem Köker	75	Rot Kolu	27,95	0,22	1635,075
13.11.2014	Özge Dinçer	42	Trigger Seti	26	0,09	993,72
1.12.2014	Damla Diker	31	Rot Kolu	27,95	0,13	753,8115
15.11.2014	Koray Cengiz	36	Yað Filtresi	43,69	0,1	1415,556
1.03.2014	Taner Yýlmaz	28	Tekerlek	19,99	0,05	531,734
30.09.2014	Esat Çetin	17	Fren Disk	59,99	0,08	938,2436
21.03.2014	Ayça Kayaþ	27	Rot Kolu	27,95	0,07	701,8245
16.08.2014	Taylan Denizhan	7	Fren Disk	59,99	0	419,93
17.02.2014	Özge Dinçer	21	Ateþleme Bobini	25,95	0,06	512,253
24.04.2014	Azem Alptekin	125	Silecek	19,99	0,31	1724,1375
19.09.2014	Burak Öztemel	150	Yað Filtresi	43,69	0,3	4587,45
22.08.2014	Pýnar Girmen	4	Debiyaj Seti	22	0	88
19.07.2014	Þemsettin Aksay	3	Ateþleme Bobini	25,95	0	77,85
28.02.2014	Ahmet Yüce	19	Tekerlek	19,99	0,13	330,4347
18.10.2014	Necmettin Yemiþ	6	Rot Baþý	23	0	138
15.08.2014	Sýtký Iþýt	16	Ateþleme Bobini	25,95	0,11	369,528
10.04.2014	Sýtký Iþýt	575	Silecek	19,99	0,65	4022,9875
15.04.2014	Serdar Kýlýç	550	Fren Disk	59,99	0,42	19136,81
5.01.2014	Yasin Uygur	8	Far	100	0	800
22.01.2014	Yasin Uygur	5	Far	100	0	500
27.05.2014	Burak Öztemel	10	Rot Kolu	27,95	0,04	268,32
21.12.2014	Soner Bereket	9	Debiyaj Seti	22	0	198
15.01.2014	Pýnar Girmen	6	Yað Filtresi	43,69	0	262,14
10.06.2014	Sibel Demir	26	Yað Filtresi	43,69	0,02	1113,2212
15.04.2014	Osman Þibik	41	Buji Takýmý	43	0,11	1569,07
9.05.2014	Ramazan Coþkun	450	Far	100	0,52	21600
1.03.2014	Ufuk Çaðlayan	10	Debiyaj Seti	22	0,08	202,4
14.10.2014	Özge Dinçer	425	Günelik	15,95	0,49	3457,1625
6.02.2014	Özge Dinçer	100	Buji Takýmý	43	0,43	2451
12.11.2014	Hadi Ýstanbullu	125	Trigger Seti	26	0,42	1885
30.10.2014	Sevil Çetinkaya	75	Rot Kolu	27,95	0,39	1278,7125
10.02.2014	Kerem Köker	225	Silecek	19,99	0,52	2158,92
4.09.2014	Damla Diker	29	Viraj Lastiði	23,95	0,12	611,204
27.04.2014	Gülten Seha	350	Buji Takýmý	43	0,51	7374,5
14.02.2014	Gülten Seha	4	Rot Baþý	23	0	92
26.12.2014	Sevil Çetinkaya	9	Rot Kolu	27,95	0	251,55
15.07.2014	Taner Yýlmaz	5	Rot Baþý	23	0	115
20.01.2014	Koray Cengiz	475	Rot Kolu	27,95	0,54	6107,075
20.11.2014	Burak Öztemel	500	Trigger Seti	26	0,49	6630
11.12.2014	Osman Þibik	3	Buji Takýmý	43	0	129
17.06.2014	Hüseyin Anýlan	32	Buji Takýmý	43	0,08	1265,92
4.07.2014	Þehabettin Gündoðdu	38	Rot Kolu	27,95	0,04	1019,616
26.02.2014	Serdar Kýlýç	42	Far	100	0,09	3822
25.07.2014	Serdar Kýlýç	34	Silecek	19,99	0,03	659,2702
28.08.2014	Þemsettin Aksay	30	Günelik	15,95	0,07	445,005
8.06.2014	Murat Mandýracý	225	Debiyaj Seti	22	0,61	1930,5
5.05.2014	Damla Diker	4	Günelik	15,95	0	63,8
5.09.2014	Birol Bilgili	9	Günelik	15,95	0	143,55
21.11.2014	Buket Erezcan	5	Yað Filtresi	43,69	0	218,45
24.01.2014	Özge Dinçer	8	Rot Kolu	27,95	0	223,6
17.12.2014	Önerbay Ertuðrul	25	Silecek	19,99	0,13	434,7825
13.12.2014	Dilek Gürbüz	30	Tekerlek	19,99	0,15	509,745
24.09.2014	Metin Koçyiðit	2	Far	100	0	200
7.05.2014	Önerbay Ertuðrul	13	Ateþleme Bobini	25,95	0,02	330,603
28.03.2014	Damla Diker	11	Ateþleme Bobini	25,95	0,09	259,7595
13.05.2014	Kubilay Taþtutar	450	Fren Disk	59,99	0,61	10528,245
23.09.2014	Muhammet Tek	18	Günelik	15,95	0,05	272,745
11.06.2014	Birol Bilgili	17	Silecek	19,99	0,07	316,0419
17.07.2014	Buket Erezcan	37	Silecek	19,99	0,04	710,0448
13.05.2014	Behice Keleþ	400	Fren Disk	59,99	0,46	12957,84
14.07.2014	Behice Keleþ	6	Trigger Seti	26	0	156
6.04.2014	Özge Dinçer	5	Trigger Seti	26	0	130
16.05.2014	Taylan Denizhan	9	Fren Disk	59,99	0	539,91
27.10.2014	Buket Erezcan	75	Trigger Seti	26	0,26	1443
4.06.2014	Suat Çelik	18	Silecek	19,99	0,13	313,0434
16.09.2014	Taner Yýlmaz	46	Far	100	0,09	4186
19.08.2014	Kenan Arýbaþ	75	Fren Disk	59,99	0,19	3644,3925
22.07.2014	Ýbrahim Taha	6	Far	100	0	600
21.04.2014	Kerem Köker	300	Ateþleme Bobini	25,95	0,64	2802,6
7.03.2014	Orçun Doðan	18	Rot Kolu	27,95	0,02	493,038
11.08.2014	Hasan Coþkun	48	Buji Takýmý	43	0,07	1919,52
17.09.2014	Damla Diker	17	Buji Takýmý	43	0,06	687,14
19.08.2014	Hadi Ýstanbullu	36	Günelik	15,95	0,06	539,748
17.09.2014	Þemsettin Aksay	16	Günelik	15,95	0,1	229,68
30.10.2014	Ali Koç	500	Tekerlek	19,99	0,48	5197,4
30.07.2014	Özge Dinçer	3	Fren Balatasý	24,99	0	74,97
10.11.2014	Behice Keleþ	27	Fren Disk	59,99	0,08	1490,1516
18.04.2014	Burak Öztemel	300	Fren Disk	59,99	0,64	6478,92
30.05.2014	Hasan Coþkun	525	Tekerlek	19,99	0,51	5142,4275
28.09.2014	Buket Erezcan	9	Fren Disk	59,99	0	539,91
16.05.2014	Yasin Uygur	475	Tekerlek	19,99	0,42	5507,245
7.08.2014	Serdar Kýlýç	49	Debiyaj Seti	22	0,03	1045,66
27.08.2014	Levent Koç	2	Fren Balatasý	24,99	0	49,98
1.12.2014	Deniz Kite	475	Far	100	0,45	26125
24.05.2014	Birol Bilgili	5	Debiyaj Seti	22	0	110
30.03.2014	Ayça Kayaþ	50	Rot Kolu	27,95	0,5	698,75
22.04.2014	Hülya Toprak	5	Tekerlek	19,99	0	99,95
26.10.2014	Özge Dinçer	350	Fren Disk	59,99	0,44	11758,04
3.04.2014	Taylan Denizhan	3	Far	100	0	300
10.04.2014	Emrah Kýrýmsoy	7	Fren Balatasý	24,99	0	174,93
27.02.2014	Özge Dinçer	40	Fren Disk	59,99	0,13	2087,652
11.06.2014	Soner Bereket	25	Fren Balatasý	24,99	0,15	531,0375
13.06.2014	Orçun Doðan	2	Viraj Lastiði	23,95	0	47,9
14.06.2014	Kubilay Taþtutar	3	Far	100	0	300
30.12.2014	Hüseyin Anýlan	41	Debiyaj Seti	22	0,15	766,7
26.08.2014	Osman Þibik	4	Buji Takýmý	43	0	172
28.08.2014	Burak Öztemel	7	Günelik	15,95	0	111,65
16.08.2014	Serdar Kýlýç	46	Fren Balatasý	24,99	0,1	1034,586
7.04.2014	Damla Diker	200	Fren Disk	59,99	0,65	4199,3
5.09.2014	Sevil Çetinkaya	6	Trigger Seti	26	0	156
19.01.2014	Þemsettin Aksay	4	Trigger Seti	26	0	104
14.11.2014	Esat Çetin	550	Rot Baþý	23	0,41	7463,5
25.01.2014	Önerbay Ertuðrul	325	Tekerlek	19,99	0,46	3508,245
9.12.2014	Azem Alptekin	21	Fren Balatasý	24,99	0,12	461,8152
14.10.2014	Yasin Uygur	25	Yað Filtresi	43,69	0,03	1059,4825
15.10.2014	Taner Yýlmaz	425	Debiyaj Seti	22	0,44	5236
19.11.2014	Sevil Çetinkaya	325	Tekerlek	19,99	0,47	3443,2775
